"What is the primary purpose of a build script in Gradle?<br><br>A. To define the user interface of an application<br>B. To detail build configuration, tasks, and plugins<br>C. To manage database connections<br>D. To compile source code into machine language","<b>Correct Answer:</b> B<br><br>The primary purpose of a build script in Gradle is to detail build configuration, tasks, and plugins. It serves as a blueprint for how the project should be built, specifying dependencies and the tasks that need to be executed during the build process."
Which of the following is a valid type of file for a Gradle build script?<br><br>A. build.xml<br>B. build.gradle<br>C. build.json<br>D. build.yaml,"<b>Correct Answer:</b> B<br><br>A valid type of file for a Gradle build script is 'build.gradle', which is written in Groovy, or 'build.gradle.kts', which is written in Kotlin. These files are specifically designed for defining the build configuration in Gradle."
What does applying a plugin in a Gradle build script do?<br><br>A. It removes existing tasks from the project<br>B. It adds additional functionality and tasks to the project<br>C. It compiles the source code into an executable format<br>D. It creates a backup of the project files,"<b>Correct Answer:</b> B<br><br>Applying a plugin in a Gradle build script adds additional functionality and tasks to the project. Plugins extend Gradle's capabilities, allowing developers to utilize predefined tasks and configurations that enhance the build process."
What is a convention property in the context of a Gradle build script?<br><br>A. A property that must be defined by the user<br>B. A default property provided by Gradle plugins<br>C. A property that is only applicable to Java applications<br>D. A property that is used to configure database connections,"<b>Correct Answer:</b> B<br><br>A convention property in the context of a Gradle build script is a default property provided by Gradle plugins. These properties simplify the configuration process by allowing users to rely on sensible defaults, reducing the need for explicit definitions."
"What is the primary purpose of a build script in Gradle?<br><br>A. To define the user interface of an application<br>B. To detail build configuration, tasks, and plugins<br>C. To manage database connections<br>D. To compile source code into machine code","<b>Correct Answer:</b> B<br><br>The primary purpose of a build script in Gradle is to detail build configuration, tasks, and plugins. It serves as a blueprint for how the project should be built, specifying dependencies and the tasks that need to be executed during the build process."
Which file types can be used for Gradle build scripts?<br><br>A. .xml and .json<br>B. .gradle and .gradle.kts<br>C. .build and .script<br>D. .gradle and .groovy,"<b>Correct Answer:</b> B<br><br>Gradle build scripts can be written in either a `build.gradle` file using Groovy or a `build.gradle.kts` file using Kotlin. These are the only accepted languages for Gradle scripts, allowing developers to choose their preferred syntax."
What does applying a plugin in a Gradle build script do?<br><br>A. It removes existing tasks from the project<br>B. It adds additional functionality and tasks to the project<br>C. It compiles the source code into an executable<br>D. It creates a backup of the project files,"<b>Correct Answer:</b> B<br><br>Applying a plugin in a Gradle build script adds additional functionality and tasks to the project. Plugins extend Gradle's capabilities, allowing developers to utilize predefined tasks and properties that enhance the build process."
What is a convention property in the context of a Gradle build script?<br><br>A. A property that must be defined by the user<br>B. A default property provided by Gradle plugins<br>C. A property that is only applicable to Java applications<br>D. A property that is used for version control,<b>Correct Answer:</b> B<br><br>A convention property in the context of a Gradle build script is a default property provided by Gradle plugins. These properties simplify the configuration process by allowing developers to use sensible defaults without needing to specify every detail explicitly.
What are dependencies in the context of a Gradle build script?<br><br>A. Files that contain the source code for the project<br>B. Libraries and plugins that the build script and project source code rely on<br>C. Tasks that are executed during the build process<br>D. Configuration settings for the build environment,"<b>Correct Answer:</b> B<br><br>In a Gradle build script, dependencies refer to the libraries and plugins that the build script and the project source code rely on. These dependencies are essential for the build process as they provide the necessary functionality and resources required for the project."
What is the purpose of applying a plugin in a Gradle build script?<br><br>A. To define the main class of the application<br>B. To extend Gradle's functionality and add tasks to the project<br>C. To specify the version of the Gradle tool being used<br>D. To manage the project's source code files,"<b>Correct Answer:</b> B<br><br>Applying a plugin in a Gradle build script serves to extend Gradle's functionality and add tasks to the project. Plugins can provide additional capabilities, such as compiling code, running tests, and packaging applications, which are essential for the build process."
Which of the following statements is true regarding the main class in a Gradle build script?<br><br>A. It is optional and can be omitted if not needed<br>B. It must be defined to execute the application<br>C. It is automatically generated by Gradle<br>D. It is only required for non-JVM applications,"<b>Correct Answer:</b> B<br><br>The main class in a Gradle build script must be defined to execute the application. This class serves as the entry point for the program, and without specifying it, the application cannot be run successfully."
What is the primary purpose of applying a plugin in a Gradle build script?<br><br>A. To define the main class of the application<br>B. To extend Gradle's functionality and add tasks<br>C. To specify the source code dependencies<br>D. To compile the Java code directly,"<b>Correct Answer:</b> B<br><br>The primary purpose of applying a plugin in a Gradle build script is to extend Gradle's functionality and add tasks to the project. Plugins can provide additional capabilities, such as compiling code, running tests, and packaging applications, which enhance the build process."
Which of the following statements is true regarding the application plugin in Gradle?<br><br>A. It is used to manage database connections.<br>B. It facilitates the creation of an executable JVM application.<br>C. It is only applicable to Python projects.<br>D. It automatically generates documentation for the project.,"<b>Correct Answer:</b> B<br><br>The application plugin in Gradle facilitates the creation of an executable JVM application. By applying this plugin, developers can easily package and distribute their applications, as well as define the main class that serves as the entry point for execution."
What does the term 'convention properties' refer to in the context of Gradle plugins?<br><br>A. Properties that must be explicitly defined by the user.<br>B. Default properties and methods added by a plugin to a project.<br>C. Properties that are only applicable to Kotlin DSL.<br>D. Properties that are used to configure external libraries.,"<b>Correct Answer:</b> B<br><br>Convention properties refer to the default properties and methods that a plugin adds to a project. These properties simplify the configuration process by providing sensible defaults, allowing users to focus on the specific aspects of their build without needing to define every detail."
What are convention properties in the context of Gradle build scripts?<br><br>A. Properties that are defined by the user to customize the build process<br>B. Predefined properties provided by plugins to simplify configuration<br>C. Properties that are only applicable to Java projects<br>D. Properties that must be explicitly declared in every build script,"<b>Correct Answer:</b> B<br><br>Convention properties are predefined properties provided by plugins in Gradle that simplify the configuration of build scripts. They allow users to set common settings without needing to define them from scratch, making the build process more efficient and standardized."
How do convention properties enhance the functionality of a Gradle build script?<br><br>A. By requiring all properties to be defined in a specific order<br>B. By automatically generating build tasks based on user-defined properties<br>C. By providing default values and simplifying the configuration process<br>D. By limiting the types of plugins that can be applied to a project,<b>Correct Answer:</b> C<br><br>Convention properties enhance the functionality of a Gradle build script by providing default values and simplifying the configuration process. This allows developers to focus on the unique aspects of their project while relying on the conventions established by the plugins they use.
What is the role of the 'application' plugin in relation to convention properties?<br><br>A. It restricts the use of convention properties to only certain tasks<br>B. It defines tasks and properties that facilitate the creation of executable applications<br>C. It eliminates the need for any properties in the build script<br>D. It requires all properties to be explicitly defined by the user,"<b>Correct Answer:</b> B<br><br>The 'application' plugin defines tasks and convention properties that facilitate the creation of executable applications. It provides a way to declare the main class of a Java application, which is essential for executing the code, thus enhancing the build script's functionality."
What is the primary purpose of applying a plugin in a Gradle build script?<br><br>A. To define the main class of the application<br>B. To extend Gradle's functionality and add tasks<br>C. To manage project dependencies<br>D. To compile source code into bytecode,"<b>Correct Answer:</b> B<br><br>The primary purpose of applying a plugin in a Gradle build script is to extend Gradle's functionality and add tasks to the project. Plugins can provide additional capabilities, such as compiling code, running tests, and packaging applications, which enhance the build process."
Which of the following statements is true regarding the `application` plugin in Gradle?<br><br>A. It is used to manage external libraries only.<br>B. It allows the declaration of the main class for a Java application.<br>C. It is not compatible with the Java plugin.<br>D. It automatically compiles all source files in the project.,"<b>Correct Answer:</b> B<br><br>The `application` plugin in Gradle allows the declaration of the main class for a Java application, which is essential for executing the application. This plugin also adds tasks related to packaging and distributing the application, making it easier to manage executable applications."
"What is a build script in Gradle primarily used for?<br><br>A. To define the user interface of an application<br>B. To configure build settings, tasks, and dependencies<br>C. To write application logic in Java<br>D. To manage database connections","<b>Correct Answer:</b> B<br><br>A build script in Gradle is primarily used to configure build settings, tasks, and dependencies. It outlines how the project should be built, what plugins to apply, and which libraries are required, thus serving as the foundation for the build process."
