What is the primary purpose of configuring a proxy in a Gradle build?<br><br>A. To enhance the performance of the build process<br>B. To enable access to the internet for downloading dependencies<br>C. To manage the version control of the project<br>D. To compile the source code more efficiently,"<b>Correct Answer:</b> B<br><br>The primary purpose of configuring a proxy in a Gradle build is to enable access to the internet for downloading dependencies. Proxies are often used in environments where direct internet access is restricted, allowing Gradle to retrieve necessary resources through the proxy server."
Which property is used to specify the HTTP proxy host in Gradle?<br><br>A. systemProp.http.proxyHost<br>B. systemProp.http.proxyServer<br>C. systemProp.http.proxyAddress<br>D. systemProp.http.proxyURL,<b>Correct Answer:</b> A<br><br>The property used to specify the HTTP proxy host in Gradle is 'systemProp.http.proxyHost'. This property allows users to define the address of the proxy server that Gradle should use for HTTP requests.
"What additional information may be required when configuring a proxy that uses NTLM authentication?<br><br>A. Only the proxy host and port<br>B. The authentication domain along with the username and password<br>C. A list of non-proxy hosts<br>D. The type of proxy being used (HTTP, HTTPS, SOCKS)","<b>Correct Answer:</b> B<br><br>When configuring a proxy that uses NTLM authentication, it is necessary to provide the authentication domain along with the username and password. This ensures that the proxy can authenticate the user correctly before allowing access to the internet."
Where can proxy configuration properties be specified in a Gradle project?<br><br>A. Only in the build script<br>B. Only in the gradle.properties file<br>C. In both the build script and the gradle.properties file<br>D. In the projectâ€™s source code files,<b>Correct Answer:</b> C<br><br>Proxy configuration properties can be specified in both the build script and the gradle.properties file. This flexibility allows users to choose the method that best fits their project setup and requirements.
What is the purpose of JVM system properties in the context of configuring a proxy?<br><br>A. To define the environment variables for the operating system<br>B. To set configurations for downloading dependencies through a proxy<br>C. To manage user permissions for accessing the network<br>D. To specify the location of the Java installation,"<b>Correct Answer:</b> B<br><br>JVM system properties are used to set configurations for downloading dependencies through a proxy. By specifying properties such as `http.proxyHost` and `http.proxyPort`, users can direct the Java Virtual Machine to route network requests through a specified proxy server, facilitating access to external resources."
"Which of the following is a correct way to set a proxy host in a Gradle build script?<br><br>A. System.setProperty('proxy.host', 'www.somehost.org')<br>B. System.setProperty('http.proxyHost', 'www.somehost.org')<br>C. System.setProperty('network.proxyHost', 'www.somehost.org')<br>D. System.setProperty('http.host', 'www.somehost.org')","<b>Correct Answer:</b> B<br><br>The correct way to set a proxy host in a Gradle build script is by using `System.setProperty('http.proxyHost', 'www.somehost.org')`. This command specifically configures the HTTP proxy host for the Java Virtual Machine, allowing it to route requests through the specified proxy."
"What additional information might be required when configuring a proxy that uses NTLM authentication?<br><br>A. Only the proxy host and port<br>B. The authentication domain, username, and password<br>C. The IP address of the proxy server<br>D. The type of proxy (HTTP, HTTPS, SOCKS)","<b>Correct Answer:</b> B<br><br>When configuring a proxy that uses NTLM authentication, it is necessary to provide the authentication domain, username, and password. This ensures that the system can authenticate properly with the proxy server, allowing access to the network resources."
What is the primary purpose of configuring an HTTP proxy in a Gradle build?<br><br>A. To enhance the security of the build process<br>B. To enable downloading dependencies through a specified server<br>C. To improve the performance of the Gradle daemon<br>D. To manage the version control of the project,"<b>Correct Answer:</b> B<br><br>The primary purpose of configuring an HTTP proxy in a Gradle build is to enable downloading dependencies through a specified server. This is particularly useful in environments where direct internet access is restricted, allowing Gradle to route requests through the proxy server."
Which property is used to specify the host of an HTTP proxy in Gradle?<br><br>A. systemProp.http.proxyHost<br>B. systemProp.http.proxyServer<br>C. systemProp.http.proxyAddress<br>D. systemProp.http.proxyURL,<b>Correct Answer:</b> A<br><br>The property used to specify the host of an HTTP proxy in Gradle is 'systemProp.http.proxyHost'. This property allows users to define the address of the proxy server that Gradle should use for HTTP requests.
"What additional information may be required when configuring a proxy that uses NTLM authentication?<br><br>A. Only the proxy host and port<br>B. The authentication domain along with the username and password<br>C. A list of non-proxy hosts<br>D. The type of proxy being used (HTTP, HTTPS, SOCKS)","<b>Correct Answer:</b> B<br><br>When configuring a proxy that uses NTLM authentication, it is necessary to provide the authentication domain along with the username and password. This ensures that the proxy can authenticate the user correctly before allowing access to the network."
